web-scraper-order,web-scraper-start-url,vinregex,makemodel
"1541789021-799","https://www.cars.com/vehicledetail/detail/754190098/overview/","1C6RR6LT6KS539338","New 2019 RAM 1500 Lone Star"
"1541788634-620","https://www.cars.com/vehicledetail/detail/754190277/overview/","3LN6L5C90KR604588","New 2019 Lincoln MKZ Reserve I"
"1541791229-1633","https://www.cars.com/vehicledetail/detail/754189068/overview/","1FTEW1C82AFB13216","Used 2010 Ford F-150 SuperCrew"
"1541787673-173","https://www.cars.com/vehicledetail/detail/754190727/overview/","1C4HJXEG6KW531217","New 2019 Jeep Wrangler Sahara"
"1541788827-707","https://www.cars.com/vehicledetail/detail/754190190/overview/","JN1BJ1CR8HW132733","Used 2017 Nissan Rogue Sport SV"
"1541790822-1488","https://www.cars.com/vehicledetail/detail/754189262/overview/","3N1CN7AP5HL813158","Used 2017 Nissan Versa S"
"1541788297-461","https://www.cars.com/vehicledetail/detail/754190436/overview/","null","null"
"1541787464-80","https://www.cars.com/vehicledetail/detail/754190820/overview/","2HGFC2F68KH503672","New 2019 Honda Civic LX"
"1541790456-1366","https://www.cars.com/vehicledetail/detail/754189430/overview/","5XYKTDA69CG277934","Used 2012 Kia Sorento LX"
"1541790710-1448","https://www.cars.com/vehicledetail/detail/754189312/overview/","3N1AB7AP3KY250427","New 2019 Nissan Sentra SV"
"1541789173-869","https://www.cars.com/vehicledetail/detail/754190027/overview/","1GYKNARS7JZ123645","Used 2018 Cadillac XT5 Base"
"1541788506-561","https://www.cars.com/vehicledetail/detail/754190336/overview/","JM3KE4DYXF0544491","Used 2015 Mazda CX-5 Grand Touring"
"1541788340-480","https://www.cars.com/vehicledetail/detail/754190417/overview/","null","Used 2005 Honda Odyssey EX-L"
"1541787390-45","https://www.cars.com/vehicledetail/detail/754190855/overview/","null","New 2018 Chevrolet Tahoe 2WD"
"1541791575-1724","https://www.cars.com/vehicledetail/detail/754188899/overview/","4S4BSAJC9K3257785","New 2019 Subaru Outback 2.5i Limited"
"1541791180-1614","https://www.cars.com/vehicledetail/detail/754189091/overview/","WAUAFAFLXFN027502","Used 2015 Audi A4 2.0T Premium"
"1541791129-1598","https://www.cars.com/vehicledetail/detail/754189115/overview/","WAUM2AFR1GA054254","Used 2016 Audi A5 Premium Plus"
"1541789652-1079","https://www.cars.com/vehicledetail/detail/754189804/overview/","4USBT53535LU09081","Used 2005 BMW Z4 3.0i Roadster"
"1541788982-780","https://www.cars.com/vehicledetail/detail/754190117/overview/","1FTFW1R63CFC59489","Used 2012 Ford F-150 SVT Raptor"
"1541792158-1911","https://www.cars.com/vehicledetail/detail/754188614/overview/","2T3DK4DV8AW032328","Used 2010 Toyota RAV4 Base"
"1541789708-1102","https://www.cars.com/vehicledetail/detail/754189779/overview/","1G11C5SL6EF161532","Used 2014 Chevrolet Malibu 1LT"
"1541787397-48","https://www.cars.com/vehicledetail/detail/754190852/overview/","null","New 2018 Chevrolet Suburban 2WD"
"1541789463-999","https://www.cars.com/vehicledetail/detail/754189894/overview/","5GAEV23D89J115519","Used 2009 Buick Enclave CXL"
"1541790872-1507","https://www.cars.com/vehicledetail/detail/754189238/overview/","null","Used 1996 Toyota Avalon XLS"
"1541788397-508","https://www.cars.com/vehicledetail/detail/754190389/overview/","1FT7W2BTXKED28497","New 2019 Ford F-250 LARIAT 4WD Crew Cab 6.75' Box"
"1541787303-3","https://www.cars.com/vehicledetail/detail/754190897/overview/","null","Used 2011 Mercedes-Benz G 55 AMG 4MATIC"
"1541788584-596","https://www.cars.com/vehicledetail/detail/754190301/overview/","3MZBN1V36JM261020","New 2018 Mazda Mazda3 Touring"
"1541792171-1916","https://www.cars.com/vehicledetail/detail/754188608/overview/","1C4RJFLG2KC555369","New 2019 Jeep Grand Cherokee Trailhawk"
"1541790350-1329","https://www.cars.com/vehicledetail/detail/754189481/overview/","2C4RDGCG4HR818670","Used 2017 Dodge Grand Caravan SXT"
"1541787827-242","https://www.cars.com/vehicledetail/detail/754190658/overview/","null","New 2018 GMC Sierra 1500 SLT"
"1541790225-1277","https://www.cars.com/vehicledetail/detail/754189542/overview/","1G1RD6S56HU216309","New 2017 Chevrolet Volt Premier Hatchback"
"1541791965-1844","https://www.cars.com/vehicledetail/detail/754188709/overview/","3LN6L5KU1KR609434","New 2019 Lincoln MKZ Hybrid Hybrid"
"1541791708-1762","https://www.cars.com/vehicledetail/detail/754188833/overview/","5YFBURHEXKP898858","New 2019 Toyota Corolla SE"
"1541788844-715","https://www.cars.com/vehicledetail/detail/754190182/overview/","5N1AL0MM4FC506085","Used 2015 INFINITI QX60 Base"
"1541789548-1035","https://www.cars.com/vehicledetail/detail/754189853/overview/","1GNSKCKJ1KR216102","New 2019 Chevrolet Tahoe Premier"
"1541788976-777","https://www.cars.com/vehicledetail/detail/754190120/overview/","null","New 2017 Chevrolet Express 2500 2500 Extended Cargo Van"
"1541788681-642","https://www.cars.com/vehicledetail/detail/754190255/overview/","1FMJU1KT6HEA55259","Used 2017 Ford Expedition Limited"
"1541790813-1484","https://www.cars.com/vehicledetail/detail/754189266/overview/","2FMPK4J92KBB13216","New 2019 Ford Edge SEL"
"1541791876-1810","https://www.cars.com/vehicledetail/detail/754188753/overview/","3KPC24A38KE057533","New 2019 Hyundai Accent SE"
"1541788862-724","https://www.cars.com/vehicledetail/detail/754190173/overview/","3C6UR5HL6FG569403","Used 2015 RAM 2500 Tradesman"
"1541791706-1761","https://www.cars.com/vehicledetail/detail/754188834/overview/","4T1B11HK8KU698169","New 2019 Toyota Camry L"
"1541789401-973","https://www.cars.com/vehicledetail/detail/754189923/overview/","3GNCJLSBXKL218812","New 2019 Chevrolet Trax LT"
"1541788624-615","https://www.cars.com/vehicledetail/detail/754190282/overview/","WAUTPBFF8GA063218","Used 2016 Audi A3 e-tron 1.4T Premium"
"1541788823-705","https://www.cars.com/vehicledetail/detail/754190192/overview/","null","null"
"1541789602-1059","https://www.cars.com/vehicledetail/detail/754189827/overview/","5TDJZRFH9KS936260","New 2019 Toyota Highlander SE"
"1541789045-810","https://www.cars.com/vehicledetail/detail/754190086/overview/","ZASFAKNN4J7B89131","Used 2018 Alfa Romeo Stelvio Ti"
"1541791260-1644","https://www.cars.com/vehicledetail/detail/754189053/overview/","1GCNKPEX6BZ190545","Used 2011 Chevrolet Silverado 1500 Work Truck"
"1541789197-880","https://www.cars.com/vehicledetail/detail/754190016/overview/","19XFB2F54FE266009","Used 2015 Honda Civic LX"
"1541791093-1585","https://www.cars.com/vehicledetail/detail/754189133/overview/","2G1FB1EV8A9114097","Used 2010 Chevrolet Camaro LT"
"1541789956-1205","https://www.cars.com/vehicledetail/detail/754189662/overview/","2T1BURHE4KC193716","New 2019 Toyota Corolla LE"
"1541788523-569","https://www.cars.com/vehicledetail/detail/754190328/overview/","3MZBN1V39JM261027","New 2018 Mazda Mazda3 Touring"
"1541790620-1419","https://www.cars.com/vehicledetail/detail/754189353/overview/","5XXGT4L35GG026413","Certified 2016 Kia Optima LX"
"1541789195-879","https://www.cars.com/vehicledetail/detail/754190017/overview/","2C3CDZFJ6GH221229","Certified 2016 Dodge Challenger R/T Scat Pack"
"1541788010-329","https://www.cars.com/vehicledetail/detail/754190571/overview/","null","New 2017 Chevrolet Silverado 3500 LWB, 4WD, Crew Cab"
"1541788352-486","https://www.cars.com/vehicledetail/detail/754190411/overview/","JTEBU5JR3J5562756","New 2018 Toyota 4Runner Limited"
"1541791146-1603","https://www.cars.com/vehicledetail/detail/754189107/overview/","1GKEK13TX5R237730","Used 2005 GMC Yukon SLE"
"1541789058-816","https://www.cars.com/vehicledetail/detail/754190080/overview/","2HGFC1E55HH705249","Used 2017 Honda Civic Si"
"1541789341-948","https://www.cars.com/vehicledetail/detail/754189948/overview/","1G6AC5SS9G0142934","Used 2016 Cadillac ATS 3.6L Performance"
"1541788736-663","https://www.cars.com/vehicledetail/detail/754190234/overview/","1FTEW1CG8HKD46154","Used 2017 Ford F-150 XLT"
"1541788444-531","https://www.cars.com/vehicledetail/detail/754190366/overview/","1FTEW1EG4JFE68537","New 2018 Ford F-150 Platinum"
"1541788410-514","https://www.cars.com/vehicledetail/detail/754190383/overview/","1FTEX1EP1JFE68606","New 2018 Ford F-150 XLT"
"1541788113-376","https://www.cars.com/vehicledetail/detail/754190521/overview/","3VW217AU9GM047211","Certified 2016 Volkswagen Golf TSI SE 4-Door"
"1541792085-1884","https://www.cars.com/vehicledetail/detail/754188650/overview/","1G1PC5SH7B7101237","Used 2011 Chevrolet Cruze LS"
"1541788116-377","https://www.cars.com/vehicledetail/detail/754190520/overview/","2GKFLTE5XC6230037","Used 2012 GMC Terrain SLE-2"
"1541787592-138","https://www.cars.com/vehicledetail/detail/754190762/overview/","null","New 2019 Toyota Camry XSE"
"1541787739-204","https://www.cars.com/vehicledetail/detail/754190696/overview/","JTMJFREV9JJ254846","New 2018 Toyota RAV4 SE"
"1541792015-1866","https://www.cars.com/vehicledetail/detail/754188685/overview/","2LMPJ8K93KBL13101","New 2019 Lincoln Nautilus Select"
"1541788440-529","https://www.cars.com/vehicledetail/detail/754190368/overview/","3FADP4AJXJM136538","New 2018 Ford Fiesta S"
"1541790862-1504","https://www.cars.com/vehicledetail/detail/754189243/overview/","1G1FC1RS6H0173294","New 2017 Chevrolet Camaro 2LT Coupe"
"1541787630-152","https://www.cars.com/vehicledetail/detail/754190748/overview/","null","New 2017 GMC Acadia Denali FWD"
"1541787815-236","https://www.cars.com/vehicledetail/detail/754190664/overview/","5FNYF5H58KB014702","New 2019 Honda Pilot EX-L"
"1541788801-694","https://www.cars.com/vehicledetail/detail/754190203/overview/","3GCUKREC9JG536218","New 2018 Chevrolet Silverado 1500 2LT"
"1541791399-1679","https://www.cars.com/vehicledetail/detail/754188986/overview/","2T1BURHE0KC189906","New 2019 Toyota Corolla SE"
"1541790431-1358","https://www.cars.com/vehicledetail/detail/754189441/overview/","1GTV2MEC5HZ371317","Used 2017 GMC Sierra 1500 SLE"
"1541791086-1582","https://www.cars.com/vehicledetail/detail/754189136/overview/","JN8AZ18U39W018823","Used 2009 Nissan Murano LE"
"1541788588-598","https://www.cars.com/vehicledetail/detail/754190299/overview/","5TDYZ3DC2KS983875","New 2019 Toyota Sienna XLE Premium"
"1541791372-1671","https://www.cars.com/vehicledetail/detail/754188998/overview/","1FT7W2B67KEC20459","New 2019 Ford F-250 Lariat"
"1541789007-792","https://www.cars.com/vehicledetail/detail/754190105/overview/","null","New 2018 Chevrolet Colorado LT Crew Cab, Short Box"
"1541788607-607","https://www.cars.com/vehicledetail/detail/754190290/overview/","KMHTC6AD3EU191837","Used 2014 Hyundai Veloster Base"
"1541791192-1618","https://www.cars.com/vehicledetail/detail/754189085/overview/","5TFAZ5CN8KX073254","New 2019 Toyota Tacoma SR5"
"1541787466-81","https://www.cars.com/vehicledetail/detail/754190819/overview/","WAUC4AF44JA234765","New 2018 Audi S4 3.0T Prestige"
"1541791915-1827","https://www.cars.com/vehicledetail/detail/754188734/overview/","5NMS23AD1KH051564","New 2019 Hyundai Santa Fe SE 2.4"
"1541788720-655","https://www.cars.com/vehicledetail/detail/754190242/overview/","1FT7X2A61HEB22566","Used 2017 Ford F-250 XL 2WD SuperCab 8' Box"
"1541790452-1364","https://www.cars.com/vehicledetail/detail/754189432/overview/","KNDJH741595031365","Used 2009 Kia Borrego EX"
"1541791806-1794","https://www.cars.com/vehicledetail/detail/754188785/overview/","54DBDJ1B8HS800723","New 2017 Chevrolet 176"
"1541788659-632","https://www.cars.com/vehicledetail/detail/754190265/overview/","2HGFC3A5XJH752462","Used 2018 Honda Civic Si"
"1541787840-248","https://www.cars.com/vehicledetail/detail/754190652/overview/","null","New 2018 Chevrolet Silverado 1500 4WD Standard Box Double Cab"
"1541787911-283","https://www.cars.com/vehicledetail/detail/754190617/overview/","null","New 2018 Chevrolet Silverado 1500 LWB, 2WD, Reg Cab Pickup"
"1541787300-2","https://www.cars.com/vehicledetail/detail/754190898/overview/","1FMCU0D79CKA99978","Used 2012 Ford Escape XLT"
"1541791976-1849","https://www.cars.com/vehicledetail/detail/754188704/overview/","1C4RJFBG7FC190310","Used 2015 Jeep Grand Cherokee Limited"
"1541791391-1676","https://www.cars.com/vehicledetail/detail/754188989/overview/","2FMPK4J95KBB10097","New 2019 Ford Edge SEL"
"1541787336-19","https://www.cars.com/vehicledetail/detail/754190881/overview/","null","New 2017 Buick Regal Sedan Turbo Premium II FWD"
"1541787435-66","https://www.cars.com/vehicledetail/detail/754190834/overview/","null","null"
"1541791224-1631","https://www.cars.com/vehicledetail/detail/754189070/overview/","4S4BRBAC8A1372373","Used 2010 Subaru Outback 2.5 i"
"1541790344-1326","https://www.cars.com/vehicledetail/detail/754189484/overview/","3VV3B7AX8JM188293","New 2018 Volkswagen Tiguan 2.0T SE"
"1541790719-1451","https://www.cars.com/vehicledetail/detail/754189308/overview/","5UXCR6C52KLK83384","New 2019 BMW X5 xDrive40i"
"1541790676-1436","https://www.cars.com/vehicledetail/detail/754189327/overview/","3GCUKSEC4EG127539","Used 2014 Chevrolet Silverado 1500 LTZ"
"1541792144-1904","https://www.cars.com/vehicledetail/detail/754188621/overview/","5TDBZRFH3KS931317","New 2019 Toyota Highlander LE Plus"
"1541788184-408","https://www.cars.com/vehicledetail/detail/754190489/overview/","null","New 2019 Volkswagen Tiguan 2.0T SEL"
"1541791749-1773","https://www.cars.com/vehicledetail/detail/754188813/overview/","4T1B11HK8KU177131","New 2019 Toyota Camry SE"
"1541792033-1873","https://www.cars.com/vehicledetail/detail/754188676/overview/","MAJ3S2GE5KC250099","New 2019 Ford EcoSport SE"
"1541789079-826","https://www.cars.com/vehicledetail/detail/754190070/overview/","null","New 2017 Buick LaCrosse Premium (1SP) AWD"
"1541790967-1538","https://www.cars.com/vehicledetail/detail/754189194/overview/","5TDJZRFH8KS938016","New 2019 Toyota Highlander XLE"
"1541787681-177","https://www.cars.com/vehicledetail/detail/754190723/overview/","1C6SRFFT6KN719222","New 2019 RAM 1500 Big Horn"
"1541790252-1288","https://www.cars.com/vehicledetail/detail/754189529/overview/","1GCWGFBAXC1102077","Used 2012 Chevrolet Express 2500 Work Van"
"1541789958-1206","https://www.cars.com/vehicledetail/detail/754189661/overview/","3VV2B7AX4KM016601","New 2019 Volkswagen Tiguan 2.0T SE"
"1541790229-1278","https://www.cars.com/vehicledetail/detail/754189540/overview/","1FMCU9J94KUA35361","New 2019 Ford Escape Titanium"
"1541790358-1331","https://www.cars.com/vehicledetail/detail/754189477/overview/","1GTU9DEL1KZ177043","New 2019 GMC Sierra 1500 SLT"
"1541791571-1722","https://www.cars.com/vehicledetail/detail/754188901/overview/","5TDDZRFH4KS936955","New 2019 Toyota Highlander Limited"
"1541790238-1281","https://www.cars.com/vehicledetail/detail/754189536/overview/","1FM5K8D86KGA60384","New 2019 Ford Explorer XLT"
"1541790920-1521","https://www.cars.com/vehicledetail/detail/754189215/overview/","2T3WFREV1JW514597","New 2018 Toyota RAV4 XLE"
"1541789343-949","https://www.cars.com/vehicledetail/detail/754189947/overview/","2C4RC1FG2JR263557","Certified 2018 Chrysler Pacifica Touring Plus"
"1541788475-546","https://www.cars.com/vehicledetail/detail/754190351/overview/","5UXTR9C5XKLE14307","New 2019 BMW X3 xDrive30i"
"1541789714-1105","https://www.cars.com/vehicledetail/detail/754189776/overview/","null","Used 2013 Honda Odyssey Touring"
"1541788749-669","https://www.cars.com/vehicledetail/detail/754190228/overview/","null","Used 2011 Nissan Rogue S"
"1541790515-1385","https://www.cars.com/vehicledetail/detail/754189401/overview/","1C6SRFJT8KN700503","New 2019 RAM 1500 Laramie"
"1541790817-1486","https://www.cars.com/vehicledetail/detail/754189264/overview/","KL4CJASB7KB741228","New 2019 Buick Encore Preferred"
"1541788811-699","https://www.cars.com/vehicledetail/detail/754190198/overview/","KMHD35LE6DU023743","Used 2013 Hyundai Elantra GT Base"
"1541791327-1655","https://www.cars.com/vehicledetail/detail/754189020/overview/","3N1CP5CU6JL530159","New 2018 Nissan Kicks SV"
"1541792009-1863","https://www.cars.com/vehicledetail/detail/754188688/overview/","5LMCJ2D99KUL20548","New 2019 Lincoln MKC Select"
"1541792004-1861","https://www.cars.com/vehicledetail/detail/754188690/overview/","2LMPJ8L93KBL17857","New 2019 Lincoln Nautilus Reserve"
"1541788613-610","https://www.cars.com/vehicledetail/detail/754190287/overview/","1G6AR5SS2K0114478","New 2019 Cadillac CTS 3.6L Luxury"
"1541791066-1575","https://www.cars.com/vehicledetail/detail/754189146/overview/","JN8AF5MV3GT650735","Used 2016 Nissan Juke SL"
"1541788241-435","https://www.cars.com/vehicledetail/detail/754190462/overview/","19UUB2F30GA008257","Used 2016 Acura TLX V6"
"1541790425-1355","https://www.cars.com/vehicledetail/detail/754189444/overview/","1G1FK1R60J0136687","New 2018 Chevrolet Camaro ZL1 Coupe"
"1541790703-1445","https://www.cars.com/vehicledetail/detail/754189315/overview/","3GCUKREC7JG606380","New 2018 Chevrolet Silverado 1500 1LT"
"1541789347-951","https://www.cars.com/vehicledetail/detail/754189945/overview/","5XYPG4A56HG212306","Certified 2017 Kia Sorento LX"
"1541791264-1645","https://www.cars.com/vehicledetail/detail/754189051/overview/","5XXGT4L30GG079360","Used 2016 Kia Optima LX"
"1541789179-871","https://www.cars.com/vehicledetail/detail/754190025/overview/","4S4BSAFC1K3249091","New 2019 Subaru Outback 2.5i"
"1541788653-629","https://www.cars.com/vehicledetail/detail/754190268/overview/","5UXTR7C54KLF31580","New 2019 BMW X3 sDrive30i"
"1541787646-160","https://www.cars.com/vehicledetail/detail/754190740/overview/","3C4PDCAB1JT530972","New 2018 Dodge Journey SE"
"1541791959-1842","https://www.cars.com/vehicledetail/detail/754188712/overview/","1GKS2GKC6KR170983","New 2019 GMC Yukon XL SLT"
"1541788732-661","https://www.cars.com/vehicledetail/detail/754190236/overview/","5FNYF18445B048480","Used 2005 Honda Pilot EX"
"1541788519-567","https://www.cars.com/vehicledetail/detail/754190330/overview/","1C4NJRFB9ED727072","Certified 2014 Jeep Patriot Latitude"
"1541789337-946","https://www.cars.com/vehicledetail/detail/754189950/overview/","5UXCR6C57KLK83378","New 2019 BMW X5 xDrive40i"
"1541789806-1141","https://www.cars.com/vehicledetail/detail/754189735/overview/","3N1AB7AP6KY253385","New 2019 Nissan Sentra SV"
"1541788484-550","https://www.cars.com/vehicledetail/detail/754190347/overview/","1GKS2CE0XDR338735","Used 2013 GMC Yukon SLT"
"1541788951-765","https://www.cars.com/vehicledetail/detail/754190132/overview/","1G1JD6SB9K4111208","New 2019 Chevrolet Sonic LT"
"1541789519-1023","https://www.cars.com/vehicledetail/detail/754189867/overview/","3GCUKRECXJG605949","New 2018 Chevrolet Silverado 1500 1LT"
"1541788955-767","https://www.cars.com/vehicledetail/detail/754190130/overview/","LYVBR0DLXKB187563","New 2019 Volvo XC60 Inscription"
"1541787893-274","https://www.cars.com/vehicledetail/detail/754190626/overview/","1GCRCNEC0JZ169625","New 2018 Chevrolet Silverado 1500 SWB, 2WD, Double Cab Pickup"
"1541791711-1763","https://www.cars.com/vehicledetail/detail/754188832/overview/","3TMAZ5CN3KM082319","New 2019 Toyota Tacoma TRD Sport"
"1541787968-310","https://www.cars.com/vehicledetail/detail/754190590/overview/","1C6RR7FT2GS141195","Used 2016 RAM 1500 Tradesman/Express"
"1541787765-215","https://www.cars.com/vehicledetail/detail/754190685/overview/","4T1B11HKXKU700178","New 2019 Toyota Camry SE"
"1541790491-1377","https://www.cars.com/vehicledetail/detail/754189413/overview/","19XFB2F8XFE297971","Used 2015 Honda Civic EX"
"1541791686-1754","https://www.cars.com/vehicledetail/detail/754188844/overview/","WDDHF5KB6GB251073","Certified 2016 Mercedes-Benz E 350 Sport"
"1541791861-1804","https://www.cars.com/vehicledetail/detail/754188760/overview/","ZACCJABB2JPJ33009","New 2018 Jeep Renegade Latitude"
"1541787926-290","https://www.cars.com/vehicledetail/detail/754190610/overview/","null","New 2018 Chevrolet Colorado Base/WT Extended Cab"
"1541789240-900","https://www.cars.com/vehicledetail/detail/754189996/overview/","3GTU2MEC3JG570903","New 2018 GMC Sierra 1500 SLE"
"1541788217-424","https://www.cars.com/vehicledetail/detail/754190473/overview/","null","New 2018 Nissan Altima 2.5 S"
"1541791670-1749","https://www.cars.com/vehicledetail/detail/754188852/overview/","5YFBURHE8KP898065","New 2019 Toyota Corolla SE"
"1541788348-484","https://www.cars.com/vehicledetail/detail/754190413/overview/","1FTEX1EP5JFE68608","New 2018 Ford F-150 XLT"
"1541789820-1147","https://www.cars.com/vehicledetail/detail/754189728/overview/","WBXYJ5C34JEF81547","New 2018 BMW X2 xDrive28i"
"1541790548-1396","https://www.cars.com/vehicledetail/detail/754189385/overview/","JTHBJ46G282218652","Used 2008 Lexus ES 350 Base"
"1541788416-517","https://www.cars.com/vehicledetail/detail/754190380/overview/","JF1VA1N63K8811842","New 2019 Subaru WRX Limited"
"1541791688-1755","https://www.cars.com/vehicledetail/detail/754188843/overview/","JF2GPAFC0F8243983","Used 2015 Subaru XV Crosstrek 2.0i Premium"
"1541791668-1748","https://www.cars.com/vehicledetail/detail/754188853/overview/","2T1BURHE4KC182716","New 2019 Toyota Corolla SE"
"1541788463-540","https://www.cars.com/vehicledetail/detail/754190357/overview/","1FTEW1E82HKD74909","Used 2017 Ford F-150 XLT"
"1541791442-1688","https://www.cars.com/vehicledetail/detail/754188965/overview/","1C4RJFBG0FC769008","Certified 2015 Jeep Grand Cherokee Limited"
"1541791206-1624","https://www.cars.com/vehicledetail/detail/754189078/overview/","2T2ZZMCA9KC121476","New 2019 Lexus RX 350 Base"
"1541788601-604","https://www.cars.com/vehicledetail/detail/754190293/overview/","5J8TC2H78KL022378","New 2019 Acura RDX Advance Package"
"1541788152-394","https://www.cars.com/vehicledetail/detail/754190503/overview/","null","Used 2014 Cadillac Escalade ESV Platinum Edition"
"1541788040-344","https://www.cars.com/vehicledetail/detail/754190556/overview/","null","New 2017 Chevrolet Silverado 2500 4WD Standard Box Crew Cab"
"1541790747-1461","https://www.cars.com/vehicledetail/detail/754189296/overview/","5TFUU4EN2BX002201","Used 2011 Toyota Tacoma Access Cab"
"1541789814-1144","https://www.cars.com/vehicledetail/detail/754189731/overview/","5UXCR6C53KLK83443","New 2019 BMW X5 xDrive40i"
"1541788807-697","https://www.cars.com/vehicledetail/detail/754190200/overview/","1FTYR2CG7KKA14949","New 2019 Ford Transit-250 Base"
"1541787829-243","https://www.cars.com/vehicledetail/detail/754190657/overview/","null","null"
"1541789610-1063","https://www.cars.com/vehicledetail/detail/754189823/overview/","1GC1KXE84FF522867","Used 2015 Chevrolet Silverado 2500 High Country"
"1541790437-1361","https://www.cars.com/vehicledetail/detail/754189438/overview/","1N6AA1E56KN504647","New 2019 Nissan Titan S"
"1541790729-1454","https://www.cars.com/vehicledetail/detail/754189304/overview/","5N1AR2MM5GC609771","Certified 2016 Nissan Pathfinder SL"
"1541787518-106","https://www.cars.com/vehicledetail/detail/754190794/overview/","null","New 2017 GMC Yukon 4WD"
"1541789137-852","https://www.cars.com/vehicledetail/detail/754190044/overview/","2GKALMEK7C6147624","Used 2012 GMC Terrain SLE-1"
"1541789265-912","https://www.cars.com/vehicledetail/detail/754189984/overview/","null","null"
"1541791357-1667","https://www.cars.com/vehicledetail/detail/754189005/overview/","1FTFW1EG6JKG07286","New 2018 Ford F-150 XLT"
"1541788564-588","https://www.cars.com/vehicledetail/detail/754190309/overview/","5J8TC2H65KL021681","New 2019 Acura RDX Base"
"1541791543-1713","https://www.cars.com/vehicledetail/detail/754188915/overview/","4A3AK34T18E004008","Used 2008 Mitsubishi Eclipse GT"
"1541789017-797","https://www.cars.com/vehicledetail/detail/754190100/overview/","null","New 2018 Chevrolet Colorado LT Crew Cab, Short Box"
"1541788346-483","https://www.cars.com/vehicledetail/detail/754190414/overview/","KMHD84LF0KU779599","New 2019 Hyundai Elantra SEL"
"1541790573-1406","https://www.cars.com/vehicledetail/detail/754189373/overview/","1HGCR3F91GA020080","Used 2016 Honda Accord Touring"
"1541788175-404","https://www.cars.com/vehicledetail/detail/754190493/overview/","null","null"
"1541788751-670","https://www.cars.com/vehicledetail/detail/754190227/overview/","2FMPK3K98GBB12989","Used 2016 Ford Edge Titanium"
"1541791908-1824","https://www.cars.com/vehicledetail/detail/754188737/overview/","KMHE34L36HA062384","Used 2017 Hyundai Sonata Hybrid Limited"
"1541789152-859","https://www.cars.com/vehicledetail/detail/754190037/overview/","JF2SKAKC5KH423369","New 2019 Subaru Forester 2.5i Touring"
"1541787577-134","https://www.cars.com/vehicledetail/detail/754190766/overview/","null","Used 2001 BMW 525 525iAT"
"1541789435-988","https://www.cars.com/vehicledetail/detail/754189907/overview/","WBA8A3C53JA505693","New 2018 BMW 320 i xDrive"
"1541789023-800","https://www.cars.com/vehicledetail/detail/754190097/overview/","JTMBD33V376026007","Used 2007 Toyota RAV4"
"1541789573-1047","https://www.cars.com/vehicledetail/detail/754189841/overview/","JM1BM1M33E1101588","Used 2014 Mazda Mazda3 s Grand Touring"
"1541789985-1215","https://www.cars.com/vehicledetail/detail/754189648/overview/","4S3BNAH60J3023416","Certified 2018 Subaru Legacy 2.5i Premium"
"1541789477-1005","https://www.cars.com/vehicledetail/detail/754189887/overview/","1HGCV1F41KA002062","New 2019 Honda Accord EX"
"1541787410-54","https://www.cars.com/vehicledetail/detail/754190846/overview/","WP0CB2A99KS136070","New 2019 Porsche 911 Carrera S"
"1541789758-1123","https://www.cars.com/vehicledetail/detail/754189755/overview/","JA4AP4AU5KU003085","New 2019 Mitsubishi Outlander Sport SE"
"1541790918-1520","https://www.cars.com/vehicledetail/detail/754189216/overview/","JF2SJABC1GH553272","Used 2016 Subaru Forester 2.5i"
"1541791767-1781","https://www.cars.com/vehicledetail/detail/754188804/overview/","JF2GPACC1F8324544","Used 2015 Subaru XV Crosstrek 2.0i Premium"
"1541791900-1821","https://www.cars.com/vehicledetail/detail/754188741/overview/","JHMFC1F94JX043339","New 2018 Honda Civic Touring"
"1541789583-1051","https://www.cars.com/vehicledetail/detail/754189836/overview/","1N6BA0EC6DN314458","Used 2013 Nissan Titan PRO-4X"
"1541790983-1545","https://www.cars.com/vehicledetail/detail/754189186/overview/","3GKALMEV0KL205884","New 2019 GMC Terrain SLE"
"1541791778-1785","https://www.cars.com/vehicledetail/detail/754188799/overview/","1C4RJFBG7CC199648","Used 2012 Jeep Grand Cherokee Limited"
"1541787628-151","https://www.cars.com/vehicledetail/detail/754190749/overview/","3C4PDCAB1JT531670","New 2018 Dodge Journey SE"
"1541791105-1588","https://www.cars.com/vehicledetail/detail/754189127/overview/","1FMCU9DG6AKD47704","Used 2010 Ford Escape XLT"
"1541789389-968","https://www.cars.com/vehicledetail/detail/754189928/overview/","JM1BL1V79C1606584","Used 2012 Mazda Mazda3 i Touring"
"1541791867-1806","https://www.cars.com/vehicledetail/detail/754188757/overview/","5NPD84LF5KH418898","New 2019 Hyundai Elantra SEL"
"1541787769-217","https://www.cars.com/vehicledetail/detail/754190683/overview/","4T1B11HK7KU706553","New 2019 Toyota Camry SE"
"1541788738-664","https://www.cars.com/vehicledetail/detail/754190233/overview/","4T1B11HK8KU702074","New 2019 Toyota Camry SE"
"1541789234-897","https://www.cars.com/vehicledetail/detail/754189999/overview/","WBA4W7C54KAG52844","New 2019 BMW 440 i"
"1541790565-1403","https://www.cars.com/vehicledetail/detail/754189377/overview/","4S4WMACD7K3435369","New 2019 Subaru Ascent Premium 8-Passenger"
"1541790860-1503","https://www.cars.com/vehicledetail/detail/754189244/overview/","null","null"
"1541788974-776","https://www.cars.com/vehicledetail/detail/754190121/overview/","null","New 2018 GMC Acadia SLE1 FWD"
