web-scraper-order,web-scraper-start-url,vinregex,makemodel
"1543258925-889","https://www.cars.com/vehicledetail/detail/754167794/overview/","1GNSCBKC8FR147097","Used 2015 Chevrolet Tahoe LT"
"1543258205-724","https://www.cars.com/vehicledetail/detail/754168149/overview/","1FT7W2BT2KED50235","New 2019 Ford F-250"
"1543254936-74","https://www.cars.com/vehicledetail/detail/754169743/overview/","55SWF4JB3GU104539","Used 2016 Mercedes-Benz C 300"
"1543264856-1873","https://www.cars.com/vehicledetail/detail/754164918/overview/","WDC0G4JB8KV117795","New 2019 Mercedes-Benz GLC 300 Base"
"1543257603-629","https://www.cars.com/vehicledetail/detail/754168441/overview/","1FTFW1ETXDKE91253","Used 2013 Ford F-150"
"1543254716-43","https://www.cars.com/vehicledetail/detail/754169852/overview/","1FM5K7B80FGC11710","Used 2015 Ford Explorer Base"
"1543263777-1556","https://www.cars.com/vehicledetail/detail/754165426/overview/","2GNALDEK7G1169600","Used 2016 Chevrolet Equinox LTZ"
"1543264843-1869","https://www.cars.com/vehicledetail/detail/754164924/overview/","1C4RJFN95KC563657","New 2019 Jeep Grand Cherokee Trackhawk"
"1543260559-1118","https://www.cars.com/vehicledetail/detail/754166997/overview/","1GTV2UEC2FZ368887","Used 2015 GMC Sierra 1500 SLE"
"1543263079-1448","https://www.cars.com/vehicledetail/detail/754165769/overview/","WAUANAF41HN031209","Used 2017 Audi A4 2.0T Premium quattro"
"1543259978-1034","https://www.cars.com/vehicledetail/detail/754167273/overview/","3GNAL2EK1ES643630","Used 2014 Chevrolet Captiva Sport 2LS"
"1543260242-1070","https://www.cars.com/vehicledetail/detail/754167145/overview/","1C4RDHDG4HC719165","Used 2017 Dodge Durango GT"
"1543263251-1463","https://www.cars.com/vehicledetail/detail/754165685/overview/","1G4GB5EG1AF211987","Used 2010 Buick LaCrosse CX"
"1543260778-1153","https://www.cars.com/vehicledetail/detail/754166889/overview/","JTDKDTB33E1062595","Used 2014 Toyota Prius c Three"
"1543263383-1481","https://www.cars.com/vehicledetail/detail/754165620/overview/","2C4RC1BG3ER445280","Used 2014 Chrysler Town & Country Touring"
"1543261134-1202","https://www.cars.com/vehicledetail/detail/754166722/overview/","5NPDH4AE5GH725733","Used 2016 Hyundai Elantra SE"
"1543257197-529","https://www.cars.com/vehicledetail/detail/754168642/overview/","1GYKNCRSXJZ216025","New 2018 Cadillac XT5 Luxury"
"1543256486-323","https://www.cars.com/vehicledetail/detail/754168986/overview/","null","null"
"1543261982-1324","https://www.cars.com/vehicledetail/detail/754166311/overview/","WMWZC5C54FWP48031","Used 2015 MINI Countryman Cooper S ALL4"
"1543264107-1653","https://www.cars.com/vehicledetail/detail/754165267/overview/","3KPC24A3XKE054956","New 2019 Hyundai Accent SEL"
"1543256761-404","https://www.cars.com/vehicledetail/detail/754168851/overview/","1C4NJCEB0ED535361","Certified 2014 Jeep Compass Latitude"
"1543261645-1279","https://www.cars.com/vehicledetail/detail/754166473/overview/","1FADP3K25HL259743","Used 2017 Ford Focus SE"
"1543264089-1646","https://www.cars.com/vehicledetail/detail/754165276/overview/","5NMS53AA4KH019849","New 2019 Hyundai Santa Fe Ultimate 2.0T"
"1543260786-1154","https://www.cars.com/vehicledetail/detail/754166885/overview/","WAUGMAF49HN058042","Used 2017 Audi A4 2.0T ultra Premium"
"1543258883-881","https://www.cars.com/vehicledetail/detail/754167815/overview/","JF2GPAKC6H8224962","Used 2017 Subaru Crosstrek 2.0i Limited"
"1543256731-396","https://www.cars.com/vehicledetail/detail/754168866/overview/","null","null"
"1543264252-1704","https://www.cars.com/vehicledetail/detail/754165196/overview/","JM3TB2CA0F0467877","Certified 2015 Mazda CX-9 Touring"
"1543264299-1719","https://www.cars.com/vehicledetail/detail/754165174/overview/","JN8AZ1MUXDW208956","Used 2013 Nissan Murano LE"
"1543264266-1709","https://www.cars.com/vehicledetail/detail/754165189/overview/","1GKKVTED6CJ227087","Used 2012 GMC Acadia Denali"
"1543265357-2056","https://www.cars.com/vehicledetail/detail/754164674/overview/","1C4NJRBB9FD312406","Used 2015 Jeep Patriot Sport"
"1543255333-121","https://www.cars.com/vehicledetail/detail/754169549/overview/","JN8AS5MT6FW151886","Used 2015 Nissan Rogue Select S"
"1543263470-1497","https://www.cars.com/vehicledetail/detail/754165577/overview/","1C4RJFBG2KC594707","New 2019 Jeep Grand Cherokee Limited"
"1543264448-1765","https://www.cars.com/vehicledetail/detail/754165101/overview/","1FTFW1EG2JFC31758","Used 2018 Ford F-150 XLT"
"1543263984-1612","https://www.cars.com/vehicledetail/detail/754165326/overview/","WMWXU3C37H2D33340","Used 2017 MINI Hardtop Cooper S"
"1543258733-847","https://www.cars.com/vehicledetail/detail/754167889/overview/","1GYKNARS0KZ169111","New 2019 Cadillac XT5 Base"
"1543260071-1043","https://www.cars.com/vehicledetail/detail/754167227/overview/","4T1BF1FK6GU527271","Used 2016 Toyota Camry SE"
"1543256319-266","https://www.cars.com/vehicledetail/detail/754169068/overview/","1FM5K7DH0KGA36785","New 2019 Ford Explorer XLT"
"1543264650-1821","https://www.cars.com/vehicledetail/detail/754165010/overview/","WDC0G4KB2KV140665","New 2019 Mercedes-Benz GLC 300 Base 4MATIC"
"1543258127-710","https://www.cars.com/vehicledetail/detail/754168188/overview/","2GNAXUEV6K6175060","New 2019 Chevrolet Equinox 1LT"
"1543258498-796","https://www.cars.com/vehicledetail/detail/754168005/overview/","WDC0G4JB3KV139798","New 2019 Mercedes-Benz GLC 300 Base"
"1543256767-406","https://www.cars.com/vehicledetail/detail/754168848/overview/","1GCGTCE35G1337682","Used 2016 Chevrolet Colorado LT"
"1543257478-593","https://www.cars.com/vehicledetail/detail/754168503/overview/","SADCJ2FX3KA369155","New 2019 Jaguar F-PACE 25t Premium"
"1543262262-1363","https://www.cars.com/vehicledetail/detail/754166173/overview/","2HKRM3H71FH515373","Used 2015 Honda CR-V EX-L"
"1543264380-1739","https://www.cars.com/vehicledetail/detail/754165134/overview/","null","null"
"1543255680-169","https://www.cars.com/vehicledetail/detail/754169379/overview/","1GT125E8XEF181915","Used 2014 GMC Sierra 2500 Denali"
"1543258763-854","https://www.cars.com/vehicledetail/detail/754167874/overview/","2FMTK4J88FBC03319","Used 2015 Ford Edge SEL"
"1543265139-1978","https://www.cars.com/vehicledetail/detail/754164780/overview/","4S4BSENC4K3220287","New 2019 Subaru Outback 3.6R Limited"
"1543264635-1814","https://www.cars.com/vehicledetail/detail/754165017/overview/","2T1BURHE0KC197715","New 2019 Toyota Corolla LE"
"1543257587-625","https://www.cars.com/vehicledetail/detail/754168449/overview/","WDDXJ8FB5FA010535","Certified 2015 Mercedes-Benz S 550"
"1543258395-775","https://www.cars.com/vehicledetail/detail/754168056/overview/","WDDZF4JB8KA547579","New 2019 Mercedes-Benz E 300"
"1543262086-1337","https://www.cars.com/vehicledetail/detail/754166260/overview/","KNDJN2A29G7331856","Used 2016 Kia Soul Base"
"1543257174-525","https://www.cars.com/vehicledetail/detail/754168653/overview/","3C63R3GLXJG292412","New 2018 RAM 3500 Tradesman"
"1543256013-225","https://www.cars.com/vehicledetail/detail/754169218/overview/","2T2BK1BAXAC064029","Used 2010 Lexus RX 350 Base"
"1543263906-1587","https://www.cars.com/vehicledetail/detail/754165364/overview/","1FMCU0GX7GUB43904","Used 2016 Ford Escape SE"
"1543265107-1965","https://www.cars.com/vehicledetail/detail/754164796/overview/","1FMCU9J91KUA77017","New 2019 Ford Escape Titanium"
"1543265011-1925","https://www.cars.com/vehicledetail/detail/754164843/overview/","null","null"
"1543263295-1466","https://www.cars.com/vehicledetail/detail/754165663/overview/","WMWXP7C54F2C60019","Used 2015 MINI Hardtop Cooper S"
"1543257004-474","https://www.cars.com/vehicledetail/detail/754168733/overview/","WBA5A5C57FD518371","Certified 2015 BMW 528 i"
"1543265090-1957","https://www.cars.com/vehicledetail/detail/754164804/overview/","1FMCU9J94KUA77027","New 2019 Ford Escape Titanium"
"1543263508-1504","https://www.cars.com/vehicledetail/detail/754165558/overview/","2C3CDXJG8KH520696","New 2019 Dodge Charger SXT"
"1543254430-12","https://www.cars.com/vehicledetail/detail/754169984/overview/","1VWCM7A31DC146248","Used 2013 Volkswagen Passat 3.6 SEL Premium"
"1543256372-283","https://www.cars.com/vehicledetail/detail/754169042/overview/","3GCUKREC4HG503654","New 2017 Chevrolet Silverado 1500 LT"
"1543263971-1606","https://www.cars.com/vehicledetail/detail/754165332/overview/","1C4PJLCB2GW347430","Certified 2016 Jeep Cherokee Latitude"
"1543261375-1232","https://www.cars.com/vehicledetail/detail/754166603/overview/","4T1BF1FK0FU921251","Used 2015 Toyota Camry XSE"
"1543264900-1889","https://www.cars.com/vehicledetail/detail/754164897/overview/","2HKRW6H34JH232029","New 2018 Honda CR-V LX"
"1543263896-1584","https://www.cars.com/vehicledetail/detail/754165369/overview/","1C4BJWDG3FL730086","Used 2015 Jeep Wrangler Unlimited Sport"
"1543255246-108","https://www.cars.com/vehicledetail/detail/754169591/overview/","3N1AB6AP4CL757541","Used 2012 Nissan Sentra 2.0"
"1543260775-1152","https://www.cars.com/vehicledetail/detail/754166890/overview/","WBY1Z2C51EV285085","Used 2014 BMW i3 Base"
"1543264622-1809","https://www.cars.com/vehicledetail/detail/754165023/overview/","1FM5K8D88KGA26432","New 2019 Ford Explorer XLT"
"1543263638-1527","https://www.cars.com/vehicledetail/detail/754165495/overview/","JTHCL5EF2E5021455","Used 2014 Lexus LS 460 Base"
"1543264829-1865","https://www.cars.com/vehicledetail/detail/754164931/overview/","5N1DL0MM6JC517160","Used 2018 INFINITI QX60 4DR AWD"
"1543262695-1405","https://www.cars.com/vehicledetail/detail/754165958/overview/","55SWF4JB5FU077908","Used 2015 Mercedes-Benz C 300"
"1543265506-2067","https://www.cars.com/vehicledetail/detail/754164660/overview/","3MYDLBYV0KY505986","New 2019 Toyota Yaris Sedan L"
"1543255465-141","https://www.cars.com/vehicledetail/detail/754169485/overview/","2G4GK5EX6G9103981","Used 2016 Buick Regal Turbo"
"1543264146-1666","https://www.cars.com/vehicledetail/detail/754165248/overview/","1N4AL3AP3HC267884","Certified 2017 Nissan Altima 2.5 SR"
"1543257660-645","https://www.cars.com/vehicledetail/detail/754168416/overview/","1GYKNARS1KZ165259","New 2019 Cadillac XT5 Base"
"1543263684-1536","https://www.cars.com/vehicledetail/detail/754165472/overview/","1G1PH5SC8C7128339","Used 2012 Chevrolet Cruze LTZ"
"1543265070-1950","https://www.cars.com/vehicledetail/detail/754164814/overview/","2GTEK13TX41409449","Used 2004 GMC Sierra 1500 SLE"
"1543257530-607","https://www.cars.com/vehicledetail/detail/754168477/overview/","null","null"
"1543256838-429","https://www.cars.com/vehicledetail/detail/754168813/overview/","null","null"
"1543263939-1598","https://www.cars.com/vehicledetail/detail/754165348/overview/","1ZVHT88S295128252","Used 2009 Ford Mustang Shelby GT500"
"1543264384-1741","https://www.cars.com/vehicledetail/detail/754165132/overview/","null","null"
"1543265286-2034","https://www.cars.com/vehicledetail/detail/754164709/overview/","null","Used 2004 Mercedes-Benz E320 4MATIC"
"1543258115-706","https://www.cars.com/vehicledetail/detail/754168193/overview/","5XXGT4L35GG110084","Used 2016 Kia Optima LX"
"1543258238-733","https://www.cars.com/vehicledetail/detail/754168133/overview/","1GKS2CKJ5KR178404","New 2019 GMC Yukon Denali"
"1543265178-1992","https://www.cars.com/vehicledetail/detail/754164761/overview/","5TDKZRFH6KS555471","New 2019 Toyota Highlander XLE"
"1543260897-1166","https://www.cars.com/vehicledetail/detail/754166830/overview/","2HKRM4H59FH633837","Used 2015 Honda CR-V EX"
"1543265036-1935","https://www.cars.com/vehicledetail/detail/754164831/overview/","SALGS2SV3JA514345","New 2018 Land Rover Range Rover 3.0L Supercharged HSE"
"1543264695-1831","https://www.cars.com/vehicledetail/detail/754164988/overview/","1N6AA1C58KN512266","New 2019 Nissan Titan SV"
"1543256260-248","https://www.cars.com/vehicledetail/detail/754169097/overview/","2T3ZFREV3JW506384","New 2018 Toyota RAV4 LE"
"1543260634-1130","https://www.cars.com/vehicledetail/detail/754166960/overview/","2C3CDXHGXFH915507","Used 2015 Dodge Charger SXT"
"1543257496-596","https://www.cars.com/vehicledetail/detail/754168494/overview/","3C6RR7LT8GG127197","Certified 2016 RAM 1500 Big Horn"
"1543257377-572","https://www.cars.com/vehicledetail/detail/754168553/overview/","JF2SKAGC5KH424692","New 2019 Subaru Forester Premium"
"1543257543-612","https://www.cars.com/vehicledetail/detail/754168471/overview/","null","null"
"1543260110-1051","https://www.cars.com/vehicledetail/detail/754167210/overview/","KL1TG5DE3BB263562","Used 2011 Chevrolet Aveo LT"
"1543261040-1188","https://www.cars.com/vehicledetail/detail/754166761/overview/","1GNSKBE04DR345600","Used 2013 Chevrolet Tahoe LT"
"1543257944-692","https://www.cars.com/vehicledetail/detail/754168278/overview/","JN8AZ1MU0BW052519","Used 2011 Nissan Murano SV"
"1543263539-1513","https://www.cars.com/vehicledetail/detail/754165543/overview/","KNAGN4AD8F5090354","Used 2015 Kia Optima Hybrid EX"
"1543263127-1452","https://www.cars.com/vehicledetail/detail/754165745/overview/","1FADP3F29JL225109","Used 2018 Ford Focus SE"
"1543256830-427","https://www.cars.com/vehicledetail/detail/754168817/overview/","1FM5K7F89HGA89863","Used 2017 Ford Explorer Limited"
"1543257528-606","https://www.cars.com/vehicledetail/detail/754168478/overview/","1GCGTCE31F1260629","Certified 2015 Chevrolet Colorado Z71"
"1543261282-1221","https://www.cars.com/vehicledetail/detail/754166649/overview/","2C4RC1BG5ER160158","Used 2014 Chrysler Town & Country Touring"
"1543262992-1435","https://www.cars.com/vehicledetail/detail/754165812/overview/","1G1FF1R72J0146702","Used 2018 Chevrolet Camaro 1SS"
"1543260550-1114","https://www.cars.com/vehicledetail/detail/754167001/overview/","3LN6L2J91DR826352","Used 2013 Lincoln MKZ Base"
"1543262077-1336","https://www.cars.com/vehicledetail/detail/754166264/overview/","1VWJM7A39JC033506","Used 2018 Volkswagen Passat 3.6L V6 GT"
"1543260134-1056","https://www.cars.com/vehicledetail/detail/754167198/overview/","1FA6P8AM6H5259165","Used 2017 Ford Mustang V6"
"1543260328-1088","https://www.cars.com/vehicledetail/detail/754167103/overview/","2C4RC1BG9GR259939","Used 2016 Chrysler Town & Country Touring"
"1543259189-941","https://www.cars.com/vehicledetail/detail/754167664/overview/","3N1CB7AP6KY230634","New 2019 Nissan Sentra SR Turbo"
"1543257008-475","https://www.cars.com/vehicledetail/detail/754168731/overview/","null","null"
"1543256680-384","https://www.cars.com/vehicledetail/detail/754168890/overview/","55SWF4JB5JU252487","New 2018 Mercedes-Benz C 300"
"1543255349-124","https://www.cars.com/vehicledetail/detail/754169541/overview/","KNMAT2MV8JP521554","Used 2018 Nissan Rogue S"
"1543255030-84","https://www.cars.com/vehicledetail/detail/754169697/overview/","5TDKK3DC8FS629519","Used 2015 Toyota Sienna LE"
"1543261197-1211","https://www.cars.com/vehicledetail/detail/754166691/overview/","1FBZX2CMXJKA68491","Used 2018 Ford Transit-350 XLT"
"1543256180-238","https://www.cars.com/vehicledetail/detail/754169135/overview/","1FM5K8D81FGA74215","Used 2015 Ford Explorer XLT"
"1543257621-635","https://www.cars.com/vehicledetail/detail/754168432/overview/","3GCUKRECXJG604459","New 2018 Chevrolet Silverado 1500 LT"
"1543256735-398","https://www.cars.com/vehicledetail/detail/754168864/overview/","4T1BZ1FB9KU020235","New 2019 Toyota Avalon XLE"
"1543264442-1762","https://www.cars.com/vehicledetail/detail/754165104/overview/","JN8AZ08W17W611475","Used 2007 Nissan Murano SL"
"1543258353-763","https://www.cars.com/vehicledetail/detail/754168076/overview/","1FT7W2BT7KED50232","New 2019 Ford F-250"
"1543264452-1767","https://www.cars.com/vehicledetail/detail/754165099/overview/","1C4NJDBB7ED592926","Used 2014 Jeep Compass Sport"
"1543256368-281","https://www.cars.com/vehicledetail/detail/754169044/overview/","1G1ZD5ST8JF221482","New 2018 Chevrolet Malibu LT"
"1543259329-966","https://www.cars.com/vehicledetail/detail/754167595/overview/","1G1BE5SMXH7154119","Used 2017 Chevrolet Cruze LT"
"1543262544-1394","https://www.cars.com/vehicledetail/detail/754166033/overview/","1GCGSCE15G1197053","Used 2016 Chevrolet Colorado LT"
"1543260478-1107","https://www.cars.com/vehicledetail/detail/754167029/overview/","3C4PDCAB7FT720394","Used 2015 Dodge Journey SE"
"1543254697-42","https://www.cars.com/vehicledetail/detail/754169860/overview/","KNDJN2A26G7356911","Used 2016 Kia Soul Base"
"1543254960-77","https://www.cars.com/vehicledetail/detail/754169731/overview/","1GNSKBKC3HR198108","Used 2017 Chevrolet Tahoe LT"
"1543261786-1294","https://www.cars.com/vehicledetail/detail/754166405/overview/","1G6AH5R39E0150111","Used 2014 Cadillac ATS 3.6L Luxury"
"1543259167-937","https://www.cars.com/vehicledetail/detail/754167675/overview/","JN1CV6AP4AM202169","Used 2010 INFINITI G37 Journey"
"1543256524-335","https://www.cars.com/vehicledetail/detail/754168967/overview/","WDDHF5KB8GB215627","Used 2016 Mercedes-Benz E 350"
"1543259181-940","https://www.cars.com/vehicledetail/detail/754167668/overview/","JN8AT2MT8KW501136","New 2019 Nissan Rogue SV"
"1543255032-85","https://www.cars.com/vehicledetail/detail/754169696/overview/","1FM5K7B88GGB61429","Used 2016 Ford Explorer Base"
"1543259381-975","https://www.cars.com/vehicledetail/detail/754167569/overview/","JN8AT2MT1KW500717","New 2019 Nissan Rogue SV"
"1543263157-1455","https://www.cars.com/vehicledetail/detail/754165730/overview/","5TFJX4GN3DX023181","Used 2013 Toyota Tacoma PreRunner"
"1543263904-1586","https://www.cars.com/vehicledetail/detail/754165365/overview/","5YFBPRHE4HP694220","Certified 2017 Toyota Corolla LE ECO"
"1543259712-1006","https://www.cars.com/vehicledetail/detail/754167405/overview/","1C4RJFDJXDC508412","Used 2013 Jeep Grand Cherokee SRT8"
"1543261905-1311","https://www.cars.com/vehicledetail/detail/754166349/overview/","2HKRM4H74FH655939","Used 2015 Honda CR-V EX-L"
"1543259347-968","https://www.cars.com/vehicledetail/detail/754167586/overview/","JC1NFAEK0J0136356","Used 2018 FIAT 124 Spider Lusso"
"1543256984-466","https://www.cars.com/vehicledetail/detail/754168743/overview/","1FTEX1EP1JKG09603","New 2018 Ford F-150"
"1543263476-1498","https://www.cars.com/vehicledetail/detail/754165574/overview/","1FMCU9GD3KUA35105","New 2019 Ford Escape SE"
"1543263789-1558","https://www.cars.com/vehicledetail/detail/754165420/overview/","WDDUG6EB4KA447234","New 2019 Mercedes-Benz S 450 4MATIC"
"1543259202-945","https://www.cars.com/vehicledetail/detail/754167658/overview/","JA4AZ3A36JZ025335","Used 2018 Mitsubishi Outlander SEL"
"1543254899-68","https://www.cars.com/vehicledetail/detail/754169761/overview/","1N4AA6AP7GC392862","Used 2016 Nissan Maxima 3.5 SL"
"1543255615-164","https://www.cars.com/vehicledetail/detail/754169411/overview/","1C4PJLAB7FW632741","Used 2015 Jeep Cherokee Sport"
"1543257697-657","https://www.cars.com/vehicledetail/detail/754168398/overview/","JN8AY2NC9H9510354","Certified 2017 Nissan Armada Platinum"
"1543256398-294","https://www.cars.com/vehicledetail/detail/754169029/overview/","VNKKTUD3XFA054850","Used 2015 Toyota Yaris LE"
"1543256270-250","https://www.cars.com/vehicledetail/detail/754169092/overview/","JTEBU5JR8K5624086","New 2019 Toyota 4Runner Limited 4WD"
"1543264870-1878","https://www.cars.com/vehicledetail/detail/754164911/overview/","1N6AA0ED8FN508268","Certified 2015 Nissan Titan SV"
"1543264117-1657","https://www.cars.com/vehicledetail/detail/754165262/overview/","5TFRX5GN6KX136550","New 2019 Toyota Tacoma SR5"
"1543262247-1359","https://www.cars.com/vehicledetail/detail/754166180/overview/","JTJBARBZ6G2054727","Used 2016 Lexus NX 200t"
"1543254671-38","https://www.cars.com/vehicledetail/detail/754169873/overview/","JTEZU5JR6G5125146","Used 2016 Toyota 4Runner Limited"
"1543264236-1700","https://www.cars.com/vehicledetail/detail/754165204/overview/","3MZBM1V71FM159315","Certified 2015 Mazda Mazda3 i Touring"
"1543259936-1030","https://www.cars.com/vehicledetail/detail/754167294/overview/","4T1B11HK8JU563708","Used 2018 Toyota Camry LE"
"1543260349-1095","https://www.cars.com/vehicledetail/detail/754167093/overview/","5N1AL0MM7FC531739","Used 2015 INFINITI QX60 Base"
"1543263543-1515","https://www.cars.com/vehicledetail/detail/754165541/overview/","1C4RJFBG1KC594679","New 2019 Jeep Grand Cherokee Limited"
"1543258019-700","https://www.cars.com/vehicledetail/detail/754168241/overview/","5N1AZ2MH9FN265559","Used 2015 Nissan Murano Platinum"
"1543264288-1715","https://www.cars.com/vehicledetail/detail/754165178/overview/","KL4CJASB9GB696137","Certified 2016 Buick Encore Base"
"1543259141-929","https://www.cars.com/vehicledetail/detail/754167688/overview/","null","null"
"1543256970-461","https://www.cars.com/vehicledetail/detail/754168750/overview/","8BRPE7CDXJE159151","New 2018 Mercedes-Benz Sprinter 2500 Standard Roof"
"1543259250-954","https://www.cars.com/vehicledetail/detail/754167634/overview/","3TMGZ5AN6GM040117","Used 2016 Toyota Tacoma Limited"
"1543259234-951","https://www.cars.com/vehicledetail/detail/754167642/overview/","JF1ZCAC16D2612728","Used 2013 Subaru BRZ Limited"
"1543261509-1258","https://www.cars.com/vehicledetail/detail/754166537/overview/","YV4952DLXE2521745","Used 2014 Volvo XC60 3.2 Premier"
"1543260220-1068","https://www.cars.com/vehicledetail/detail/754167156/overview/","KL4CJ1SM9GB605689","Used 2016 Buick Encore Sport Touring"
"1543263046-1443","https://www.cars.com/vehicledetail/detail/754165785/overview/","5YFBURHE8FP307142","Used 2015 Toyota Corolla LE Plus"
"1543263978-1609","https://www.cars.com/vehicledetail/detail/754165329/overview/","2C3CDXGJ6GH142677","Certified 2016 Dodge Charger SRT8"
"1543260891-1164","https://www.cars.com/vehicledetail/detail/754166833/overview/","1VWAS7A31FC097911","Used 2015 Volkswagen Passat LIMITED EDITION"
"1543264001-1617","https://www.cars.com/vehicledetail/detail/754165318/overview/","null","null"
"1543264101-1650","https://www.cars.com/vehicledetail/detail/754165270/overview/","KM8SN4HF6KU303107","New 2019 Hyundai Santa Fe XL SE"
"1543264925-1898","https://www.cars.com/vehicledetail/detail/754164885/overview/","1GCGTCEN9K1155929","New 2019 Chevrolet Colorado LT"
"1543263791-1559","https://www.cars.com/vehicledetail/detail/754165419/overview/","4JGED6EB2KA136324","New 2019 Mercedes-Benz AMG GLE 43 4MATIC Coupe"
"1543255065-92","https://www.cars.com/vehicledetail/detail/754169681/overview/","1C4NJPBA3GD569350","Used 2016 Jeep Patriot Sport"
"1543258889-882","https://www.cars.com/vehicledetail/detail/754167812/overview/","3C3CFFJH8ET188641","Used 2014 FIAT 500C Abarth"
"1543264769-1852","https://www.cars.com/vehicledetail/detail/754164959/overview/","4T1BK36B18U295915","Used 2008 Toyota Avalon Limited"
"1543255070-94","https://www.cars.com/vehicledetail/detail/754169679/overview/","2C4RDGCG2GR160992","Used 2016 Dodge Grand Caravan SXT"
"1543263317-1469","https://www.cars.com/vehicledetail/detail/754165652/overview/","4T4BF3EK0AR052727","Used 2010 Toyota Camry LE"
"1543259117-920","https://www.cars.com/vehicledetail/detail/754167699/overview/","58ABK1GG7GU033810","Used 2016 Lexus ES 350 Base"
"1543254808-56","https://www.cars.com/vehicledetail/detail/754169806/overview/","WDCTG4EB8FJ153247","Used 2015 Mercedes-Benz GLA 250"
"1543256374-284","https://www.cars.com/vehicledetail/detail/754169041/overview/","1C4PJMCS5FW725468","Used 2015 Jeep Cherokee Latitude"
"1543263662-1532","https://www.cars.com/vehicledetail/detail/754165483/overview/","1GKKRRKD5FJ382150","Used 2015 GMC Acadia SLT-1"
"1543259137-928","https://www.cars.com/vehicledetail/detail/754167690/overview/","3FA6P0K94GR237057","Used 2016 Ford Fusion Titanium"
"1543256135-233","https://www.cars.com/vehicledetail/detail/754169157/overview/","1FM5K8D82GGA02702","Used 2016 Ford Explorer XLT"
"1543255004-81","https://www.cars.com/vehicledetail/detail/754169710/overview/","1FADP3E20GL300631","Used 2016 Ford Focus S"
"1543263845-1574","https://www.cars.com/vehicledetail/detail/754165393/overview/","2T2ZK1BA6DC088010","Used 2013 Lexus RX 350 Base"
"1543256516-333","https://www.cars.com/vehicledetail/detail/754168971/overview/","5YFBURHE8KP908366","New 2019 Toyota Corolla SE"
"1543261021-1185","https://www.cars.com/vehicledetail/detail/754166770/overview/","19UDE2F33HA002493","Used 2017 Acura ILX"
"1543256994-470","https://www.cars.com/vehicledetail/detail/754168738/overview/","1FTEX1EB3JKG09669","New 2018 Ford F-150"
"1543265253-2023","https://www.cars.com/vehicledetail/detail/754164725/overview/","1FMCU9GD4KUA76987","New 2019 Ford Escape SE"
"1543254468-16","https://www.cars.com/vehicledetail/detail/754169973/overview/","WMWSY3C52DT144578","Used 2013 MINI Roadster Cooper S"
"1543255262-111","https://www.cars.com/vehicledetail/detail/754169584/overview/","4T4BF1FK3CR161155","Used 2012 Toyota Camry LE"
"1543264166-1674","https://www.cars.com/vehicledetail/detail/754165238/overview/","3GCEC14X27G245222","Used 2007 Chevrolet Silverado 1500 Work Truck"
"1543264544-1796","https://www.cars.com/vehicledetail/detail/754165054/overview/","3C4NJDBBXKT648542","New 2019 Jeep Compass Latitude"
"1543264248-1703","https://www.cars.com/vehicledetail/detail/754165198/overview/","WDC0G4KB5KV145049","New 2019 Mercedes-Benz GLC 300 Base 4MATIC"
"1543254842-63","https://www.cars.com/vehicledetail/detail/754169789/overview/","KMHEC4A43DA094876","Used 2013 Hyundai Sonata Hybrid Limited"
"1543264505-1780","https://www.cars.com/vehicledetail/detail/754165073/overview/","null","null"
"1543256262-249","https://www.cars.com/vehicledetail/detail/754169096/overview/","4T1B11HKXKU692759","New 2019 Toyota Camry XLE"
"1543257557-617","https://www.cars.com/vehicledetail/detail/754168464/overview/","null","null"
"1543258645-819","https://www.cars.com/vehicledetail/detail/754167932/overview/","1C6RR7LT8JS125269","Used 2018 RAM 1500 Big Horn"
"1543255719-179","https://www.cars.com/vehicledetail/detail/754169360/overview/","null","null"
"1543259043-910","https://www.cars.com/vehicledetail/detail/754167736/overview/","5XYPGDA5XJG412627","Used 2018 Kia Sorento LX"
"1543264888-1886","https://www.cars.com/vehicledetail/detail/754164903/overview/","5J6RW2H53JL035739","New 2018 Honda CR-V EX"
"1543265312-2044","https://www.cars.com/vehicledetail/detail/754164696/overview/","WBAHN83517DT71498","Used 2007 BMW 750 Li"
"1543263541-1514","https://www.cars.com/vehicledetail/detail/754165542/overview/","null","null"
"1543263961-1602","https://www.cars.com/vehicledetail/detail/754165337/overview/","null","null"
"1543261869-1304","https://www.cars.com/vehicledetail/detail/754166367/overview/","KL8CE6S99DC538805","Used 2013 Chevrolet Spark 2LT"
"1543264461-1768","https://www.cars.com/vehicledetail/detail/754165095/overview/","WDCTG4EB5KJ553552","New 2019 Mercedes-Benz GLA 250 Base"
"1543263987-1613","https://www.cars.com/vehicledetail/detail/754165325/overview/","1C6SRFFT5KN709376","New 2019 RAM 1500 Big Horn"
"1543264230-1697","https://www.cars.com/vehicledetail/detail/754165207/overview/","WMWMF73527TT85390","Used 2007 MINI Cooper S"
"1543255835-205","https://www.cars.com/vehicledetail/detail/754169304/overview/","5FNYF5H30KB014983","New 2019 Honda Pilot EX"
"1543260306-1086","https://www.cars.com/vehicledetail/detail/754167114/overview/","JF1GPAU6XGH296645","Used 2016 Subaru Impreza 2.0i Sport Limited"
"1543265298-2038","https://www.cars.com/vehicledetail/detail/754164703/overview/","1GKFK63848J132701","Used 2008 GMC Yukon Denali"
